14,012236179146,"Terminator 2","DVD",1991,tt0103064,154,"James Cameron","Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,Robert Patrick,Earl Boen,Joe Morton,S. Epatha Merkerson,Castulo Guerra,Danny Cooksey,Jenette Goldstein,James Cameron,James Cameron,William Wisher Jr."
15,012569809444,"Terminator 3: Rise of the Machines","HD DVD",2003,tt0181852,109,"Jonathan Mostow","Arnold Schwarzenegger,Nick Stahl,Claire Danes,Kristanna Loken,David Andrews,Mark Famiglietti,Earl Boen,Moira Harris,Chopper Bernet,Christopher Lawford,Jonathan Mostow"
75,025192788321,"The 40-Year-Old Virgin","DVD",2005,tt0405422,117,"Judd Apatow","Steve Carell,Catherine Keener,Paul Rudd,Romany Malco,Seth Rogen,Elizabeth Banks,Leslie Mann,Jane Lynch,Gerry Bednob,Shelley Malil,Judd Apatow"
101,043396062511,"The Animal","DVD",2001,tt0255798,83,"Luke Greenfield","Rob Schneider,Colleen Haskell,John C. McGinley,Edward Asner,Michael Caton,Louis Lombardi,Guy Torry,Bob Rubin,Pilar Schneider,Scott Wilson,Luke Greenfield"
25,025192236327,"The Bourne Identity","DVD",2002,tt0258463,119,"Doug Liman","Clive Owen,Jimmy Jean-Louis,Demetri Goritsas,Matt Damon,Franka Potente,Chris Cooper ,Brian Cox,Adewale Akinnuoye-Agbaje,Gabriel Mann,Walton Goggins,Doug Liman,Tony Gilroy,W. Blake Herron,Robert Ludlum,Patrick Crowley,Richard N. Gladstein,Doug Liman,Oliver Wood,Saar Klein,John Powell,Laurent Piron,Bettina von den Steinen,Yann Biquand"
21,043396824294,"The Cable Guy","DVD",1996,tt0115798,96,"Ben Stiller","Jim Carrey,Matthew Broderick,Leslie Mann,Jack Black,George Segal,Diane Baker,Ben Stiller,Eric Roberts,Janeane Garofalo,Andy Dick,Ben Stiller,Lou Holtz Jr."
9,786936747362,"The Game Plan","DVD",2007,tt0492956,110,"Andy Fickman","Dwayne Johnson,Madison Pettis,Kyra Sedgwick,Roselyn Sanchez,Morris Chestnut,Hayes MacArthur,Brian J. White,Jamal Duff,Paige Turco,Tubbs,Andy Fickman"
28,883929128112,"The Gauntlet","Blu-ray",1977,tt0076070,109,"Clint Eastwood","Clint Eastwood,Sondra Locke,Pat Hingle,William Prince,Bill McKinney,Michael Cavanaugh,Carole Cook,Mara Corday,Doug McGrath,Jeff Morris,Clint Eastwood"
71,786936218459,"The Hot Chick","DVD",2002,tt0302640,104,"Tom Brady","Rob Schneider,Maria-Elena Laas,Anna Faris,Matthew Lawrence,Eric Christian Olsen,Robert Davi,Melora Hardin,Alexandra Holden,Rachel McAdams,Maritza Murray,Tom Brady,Tom Brady,Rob Schneider"
89,043396040694,"The Karate Kid","DVD",1984,tt0087538,126,"John G. Avildsen","Ralph Macchio,Pat Morita,Elisabeth Shue,Martin Kove,Randee Heller,William Zabka,Ron Thomas,Rob Garrison,Chad McQueen,Tony O'Dell,John G. Avildsen"
90,043396059917,"The Karate Kid II","DVD",1986,tt0091326,113,"John G. Avildsen","Ralph Macchio,Pat Morita,Pat E. Johnson,Bruce Malmuth,Eddie Smith,Martin Kove,Garth Johnson,Brett Johnson,Will Hunt,Evan Malmuth,John G. Avildsen"
91,043396059924,"The Karate Kid III","DVD",1989,tt0097647,112,"John G. Avildsen","Christopher Paul Ford,Pat E. Johnson,Rick Hurst,Frances Bay,Joseph V. Perry,Jan Triska,Diana Webster,Patrick R. Posada,C. Darnell Rose,Glenn Medeiros,John G. Avildsen"
94,794043810824,"The Mask","DVD",1994,tt0110475,97,"Chuck Russell","Jim Carrey,Peter Riegert,Peter Greene,Amy Yasbeck,Richard Jeni,Orestes Matacena,Tim Bagley,Nancy Fish,Johnny Williams,Reg E. Cathey,Chuck Russell"
76,025192063626,"The Mummy","DVD",1999,tt0120616,125,"Stephen Sommers","Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,Kevin J. O'Connor,Oded Fehr,Jonathan Hyde,Erick Avari,Bernard Fox,Stephen Dunham,Stephen Sommers"
77,025192137921,"The Mummy Returns","DVD",2001,tt0209163,130,"Stephen Sommers","Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,Oded Fehr,The Rock,Freddie Boath,Patricia Velasquez,Alun Armstrong,Adewale Akinnuoye-Agbaje,Stephen Sommers"
27,786936797770,"The Proposal","DVD",2009,tt1041829,108,"Anne Fletcher","Sandra Bullock,Ryan Reynolds,Mary Steenburgen,Craig T. Nelson,Betty White,Denis O'Hare,Malin Akerman,Oscar Nuñez,Aasif Mandvi,Michael Nouri,Anne Fletcher"
64,025192025822,"The Quest","DVD",1996,tt0117420,95,"Jean-Claude Van Damme","Jean-Claude Van Damme,Roger Moore,James Remar,Janet Gunn,Jack McGee,Aki Aleong,Abdel Qissi,Louis Mandylor,Chang Ching Peng Chaplin,Ryan Cutrona,Jean-Claude Van Damme"
13,014381394924,"The Terminator","DVD",1984,tt0088247,107,"James Cameron","Arnold Schwarzenegger,Michael Biehn,Linda Hamilton,Paul Winfield,Lance Henriksen,Rick Rossovich,Earl Boen,Bess Motta,Dick Miller,Shawn Schepps,James Cameron,James Cameron,Gale Anne Hurd"
33,012569512320,"The Wizard of Oz","DVD",1939,tt0032138,101,"Victor Fleming","Judy Garland,Frank Morgan,Ray Bolger,Bert Lahr,Jack Haley,Billie Burke,Margaret Hamilton,Charley Grapewin,Pat Walshe,Clara Blandick,Victor Fleming,Noel Langley,Florence Ryerson"
23,085392753024,"Tightrope","DVD",1984,tt0088272,114,"Richard Tuggle","Clint Eastwood,Geneviève Bujold,Dan Hedaya,Alison Eastwood,Jenny Beck,Marco St. John,Rebecca Perle,Regina Richardson,Randi Brooks,Jamie Rose,Richard Tuggle,Richard Tuggle"
63,043396118812,"Today You Die","DVD",2005,tt0431114,90,"Don E. FauntLeRoy","Troy Gilbert,J.J. Perry,Troy Brenna,Erik Betts,Les Weldon,Gelbert Coloma,Randy Couture,Terrence Edwards,Dan Holmes,Tiger Mendez,Don E. FauntLeRoy"
93,027616702524,"Tomorrow Never Dies","DVD",1997,tt0120347,117,"Roger Spottiswoode","Pierce Brosnan,Jonathan Pryce,Michelle Yeoh,Teri Hatcher,Ricky Jay,Götz Otto,Joe Don Baker,Vincent Schiavelli,Judi Dench,Desmond Llewelyn,Roger Spottiswoode"
1,086162110542,"True Lies","DVD",1994,tt0111503,141,"James Cameron","Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold,Bill Paxton,Tia Carrere,Art Malik,Eliza Dushku,Grant Heslov,Charlton Heston,Marshall Manesh,James Cameron,Claude Zidi,Simon Michaël"
36,786936786675,"Up","DVD",2009,tt1049413,96,"Pete Docter","Edward Asner,Christopher Plummer,Jordan Nagai,Bob Peterson,Delroy Lindo,Jerome Ranft,John Ratzenberger,David Kaye,Elie Docter,Jeremy Leary,Pete Docter,Bob Peterson,Jonas Rivera,Michael Giacchino"
